# File Name: Greek_Tagged_Text.txt
# File Size: 20128357    
# File Date: 06/01/2026 18:33:05
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: New Testament Strong's Tagged Text
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
#
# COLUMNS
#	INDX		Book index
#	BOOK		Book name
#	CHAP		Chapter number
#	VERS		Verse number
#	STRONGS		Strongs entry number
#	JOIN		Relation to previous word: 
#				"W"		=> "Next word",
#				"C"		=> "Continue the previous word",
#				"J"		=> "Join with previous word",
#				"D"		=> "Divide from previous word",
#				"L"		=> "Link previous-next word",
#				"P"		=> "Punctuation",
#	TYPE		Source description
#				The STEPBible translator resource tags New Testament words as N = Nestlé-Aland NA27 edition with NA28 spelling used by most modern translators; K = Textus Receptus (Scrivener 1894) corrected towards the KJV; and O = Greek in other editions which is not normally used by modern translations or the KJV. NKO without parens, (the default tag), means all editions include the same vocabulary and grammar, though the spelling may vary. Variant tags are inside parens, uppercase are meaning variants and lower case are minor differences and variants. New Testament study is revolutionized by the discovery of earlier manuscripts in North Africa and other discoveries. The NA text is based mostly on these earlier manuscripts, while the TR text was compiled from traditional manuscripts that were available before the earlier ones were found. Later scribes occasionally removed ambiguities with changes like adding phrases to clarify the text. There are no instances of changed theology, confirmed by the huge failed effort to find even one. Less discussed are the words found in the earlier manuscripts, but not in the later. The best explanation is that additions found only in earlier manuscripts and additions found only in later ones are simply two sets of additions by scribes to clarify the text with no theological agenda. So, if you want the very earliest text, use only the words that are in both NA and TR. If you want to include clarifications by North African believers as in modern Bibles, then include words found only in NA. If you want to include the clarifications by Byzantine scribes as in the KJV, then include the words found only in TR, and use the TR variants.
#				"(k)O"		=> "Minor variants in KJV sources, present in other sources, absent in Nestlé-Aland sources",
#				"k"			=> "Minor not translated from KJV sources, absent in Nestlé-Aland and other sources",
#				"K"			=> "Present in KJV sources, absent in Nestlé-Aland and other sources",
#				"k(o)"		=> "Minor not translated from KJV sources, minor variants in other sources, absent in Nestlé-Aland sources",
#				"K(o)"		=> "Present in KJV sources, minor variants in other sources, absent in Nestlé-Aland sources",
#				"K(O)"		=> "Present in KJV sources, meaning variants in other sources, absent in Nestlé-Aland sources",
#				"ko"		=> "Minor not translated from KJV and other sources, absent in Nestlé-Aland sources",
#				"KO"		=> "Identical in KJV and other sources, absent in Nestlé-Aland sources",
#				"n"			=> "Minor not translated from Nestlé-Aland sources, absent in KJV and other sources",
#				"N"			=> "Present in Nestlé-Aland sources, absent in KJV and other sources",
#				"N(k)"		=> "Present in Nestlé-Aland sources, minor variants in KJV sources, absent in other sources",
#				"N(k)(o)"	=> "Present in Nestlé-Aland sources, minor variants in KJV and other sources",
#				"N(k)(O)"	=> "Present in Nestlé-Aland sources, minor variants in KJV sources, meaning variants in other sources",
#				"N(K)(o)"	=> "Present in Nestlé-Aland sources, meaning variants in KJV sources, minor variants in other sources",
#				"N(K)(O)"	=> "Present in Nestlé-Aland sources, meaning variants in KJV and other sources",
#				"N(k)O"		=> "Identical in Nestlé-Aland and other sources, minor variants in KJV sources",
#				"N(K)O"		=> "Identical in Nestlé-Aland and other sources, meaning variants in KJV sources",
#				"n(o)"		=> "Minor not translated from Nestlé-Aland sources, minor variants in other sources, absent in KJV sources",
#				"N(o)"		=> "Present in Nestlé-Aland sources, minor variants in other sources, absent in KJV sources",
#				"N(O)"		=> "Present in Nestlé-Aland sources, meaning variants in other sources, absent in KJV sources",
#				"NK"		=> "Identical in Nestlé-Aland and KJV sources, absent in other sources",
#				"NK(o)"		=> "Identical in Nestlé-Aland and KJV sources, minor variants in other sources",
#				"NK(O)"		=> "Identical in Nestlé-Aland and KJV sources, meaning variants in other sources",
#				"NKO"		=> "Identical in Nestlé-Aland, KJV, and other sources",
#				"no"		=> "Minor not translated from Nestlé-Aland and other sources, absent in KJV sources",
#				"NO"		=> "Identical in Nestlé-Aland and other sources, absent in KJV sources",
#				"o"			=> "Minor not translated from other sources, absent in Nestlé-Aland and KJV sources",
#				"O"			=> "Present in other sources, absent in Nestlé-Aland and KJV sources",
#	UNDER		Hebrew underlying word
#	TRANS		Hebrew transliteration
#	LEXICON		Hebrew lexicon word
#	ENGLISH		English word in context
#	GLOSS		English from lexicon
#	MORPH		Morphhology grammar
#	EDITIONS
#				"Byz"		=> "Byzantine from Robinson/Pierpoint",
#				"Coptic"	=> "Coptic",
#				"ESV"		=> "English Standard Version",
#				"Goodnews"	=> "Goodnews",
#				"KJV"		=> "King James Version",
#				"KJV?"		=> "King James Version possibly",
#				"NA26"		=> "Nestle/Aland 26th Edition",
#				"NA27"		=> "Nestle/Aland 27th Edition",
#				"NA28"		=> "Nestle/Aland 28th Edition, not ECM",
#				"Latin"		=> "Latin",
#				"NIV"		=> "New International Version",
#				"OldLatin"	=> "Old Latin",
#				"OldSyriac"	=> "Old Syriac version",
#				"P46"		=> "Papyri #46",
#				"P66"		=> "Papyri #66",
#				"P66*"		=> "Papyri #66 corrector",
#				"Punc"		=> "Accent variant from punctuation",
#				"SBL"		=> "Society of Biblical Literature Greek NT",
#				"Syriac"	=> "Syriac",
#				"TR"		=> "Textus Receptus",
#				"Treg"		=> "Tregelles",
#				"Tyn"		=> "Tyndale House GNT",
#				"U1"		=> "Uncial Codex #1, Sinaiticus",
#				"U2"		=> "Uncial Codex #2",
#				"U3"		=> "Uncial Codex #3, Alexandrinus",
#				"U4"		=> "Uncial Codex #4",
#				"U5"		=> "Uncial Codex #5, Bezae",
#				"U6"		=> "Uncial Codex #6",
#				"U32"		=> "Uncial Codex #32",
#				"WH"		=> "Westcott/Hort",
#	VAR			Translation variations
#	SPELL		Spelling variations
#	EXTRA		Extra notes
#	ALT			Alternate strongs numbers used
#
#
INDX	BOOK	CHAP	VERS	STRONGS	JOIN	TYPE	UNDER	TRANS	LEXICON	ENGLISH	GLOSS	MORPH	EDITIONS	VAR	SPELL	EXTRA	ALT
40	MAT	1	1	G976	W	NKO	Βίβλος	Biblos	βίβλος	[The] book	book	N-NSF	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	1	G1078	W	NKO	γενέσεως	geneseōs	γένεσις	of [the] genealogy	origin	N-GSF	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	1	G2424G	W	NKO	Ἰησοῦ	Iēsou	Ἰησοῦς	of Jesus	Jesus/Joshua	N-GSM-P	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Jesus @ <a href='/Bibles/English---Aionian-Bible/Matthew/1' onclick='return ABMM("/Bibles","/Matthew/1");'>Mat.1.1</a>	
40	MAT	1	1	G5547	W	NKO	Χριστοῦ	Christou	Χριστός	Christ	Christ	N-GSM-T	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Christ, Jesus @ <a href='/Bibles/English---Aionian-Bible/Matthew/1' onclick='return ABMM("/Bibles","/Matthew/1");'>Mat.1.1</a>	
40	MAT	1	1	G5207	W	NKO	υἱοῦ	huiou	υἱός	son	son	N-GSM	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	1	G1138	W	NKO	Δαυὶδ	Dauid	Δαυείδ, Δαυίδ, Δαβίδ	of David	David	N-GSM-P	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		Tyn+WH: Δαυεὶδ; +TR: Δαβὶδ;	David @ <a href='/Bibles/English---Aionian-Bible/Ruth/4' onclick='return ABMM("/Bibles","/Ruth/4");'>Rut.4.17</a>	
40	MAT	1	1	G5207	W	NKO	υἱοῦ	huiou	υἱός	son	son	N-GSM	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	1	G11	W	NKO	Ἀβραάμ.	Abraam	Ἀβραάμ	of Abraham.	Abraham	N-GSM-P	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		Tyn: Ἁβραάμ;	Abraham @ <a href='/Bibles/English---Aionian-Bible/Genesis/11' onclick='return ABMM("/Bibles","/Genesis/11");'>Gen.11.26</a>	
40	MAT	1	2	G11	W	NKO	Ἀβραὰμ	Abraam	Ἀβραάμ	Abraham	Abraham	N-NSM-P	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz		Tyn: Ἁβραὰμ;	Abraham @ <a href='/Bibles/English---Aionian-Bible/Genesis/11' onclick='return ABMM("/Bibles","/Genesis/11");'>Gen.11.26</a>	
40	MAT	1	2	G1080	W	NKO	ἐγέννησεν	egennēsen	γεννάω	begat	to beget	V-AAI-3S	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	2	G3588	W	NKO	τὸν	ton	ὁ	<the>	the/this/who	T-ASM	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	2	G2464	W	NKO	Ἰσαάκ·	Isaak	Ἰσαάκ	Isaac;	Isaac	N-ASM-P	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Isaac @ <a href='/Bibles/English---Aionian-Bible/Genesis/17' onclick='return ABMM("/Bibles","/Genesis/17");'>Gen.17.19</a>	
40	MAT	1	2	G2464	W	NKO	Ἰσαὰκ	Isaak	Ἰσαάκ	Isaac	Isaac	N-NSM-P	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Isaac @ <a href='/Bibles/English---Aionian-Bible/Genesis/17' onclick='return ABMM("/Bibles","/Genesis/17");'>Gen.17.19</a>	
40	MAT	1	2	G1161	W	NKO	δὲ	de	δέ	then	but/and	CONJ	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	2	G1080	W	NKO	ἐγέννησεν	egennēsen	γεννάω	begat	to beget	V-AAI-3S	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	2	G3588	W	NKO	τὸν	ton	ὁ	<the>	the/this/who	T-ASM	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	2	G2384H	W	NKO	Ἰακώβ·	Iakōb	Ἰακώβ	Jacob;	Jacob	N-ASM-P	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Israel @ <a href='/Bibles/English---Aionian-Bible/Genesis/25' onclick='return ABMM("/Bibles","/Genesis/25");'>Gen.25.26</a>	
40	MAT	1	2	G2384H	W	NKO	Ἰακὼβ	Iakōb	Ἰακώβ	Jacob	Jacob	N-NSM-P	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Israel @ <a href='/Bibles/English---Aionian-Bible/Genesis/25' onclick='return ABMM("/Bibles","/Genesis/25");'>Gen.25.26</a>	
40	MAT	1	2	G1161	W	NKO	δὲ	de	δέ	then	but/and	CONJ	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	2	G1080	W	NKO	ἐγέννησεν	egennēsen	γεννάω	begat	to beget	V-AAI-3S	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	2	G3588	W	NKO	τὸν	ton	ὁ	<the>	the/this/who	T-ASM	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	2	G2455N	W	NKO	Ἰούδαν	Ioudan	Ἰούδας	Judah	Judah/Judas/Jude	N-ASM-P	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			Judah @ <a href='/Bibles/English---Aionian-Bible/Genesis/29' onclick='return ABMM("/Bibles","/Genesis/29");'>Gen.29.35</a>	
40	MAT	1	2	G2532	W	NKO	καὶ	kai	καί	and	and	CONJ	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	2	G3588	W	NKO	τοὺς	tous	ὁ	the	the/this/who	T-APM	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	2	G80	W	NKO	ἀδελφοὺς	adelphous	ἀδελφός	brothers	brother	N-APM	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz				
40	MAT	1	2	G846	W	NKO	αὐτοῦ·	autou	αὐτός	of him;	he/she/it/self	P-GSM	NA28+NA27+Tyn+SBL+WH+Treg+TR+Byz			his	<a href='/Strongs/strongs-g3778' onclick='return ABMM("/Strongs","/strongs-g3778");'>g3778</a>
